ticker,trade_date,open_price,close_price,high,low,adjusted_close,volume
AAPL,2024-12-31T05:00:00.000Z,252.4400024414,250.4199981689,253.2799987793,249.4299926758,249.2925109863,39480700
AAPL,2025-01-02T05:00:00.000Z,248.9299926758,243.8500061035,249.1000061035,241.8200073242,242.7521057129,55740700
AAPL,2025-01-03T05:00:00.000Z,243.3600006104,243.3600006104,244.1799926758,241.8899993896,242.2643127441,40244100
AAPL,2025-01-06T05:00:00.000Z,244.3099975586,245.0,247.3300018311,243.1999969482,243.8969116211,45045600
AAPL,2025-01-07T05:00:00.000Z,242.9799957275,242.2100067139,245.5500030518,241.3500061035,241.1194763184,40856000
AAPL,2025-01-08T05:00:00.000Z,241.9199981689,242.6999969482,243.7100067139,240.0500030518,241.6072692871,37628900
AAPL,2025-01-10T05:00:00.000Z,240.0099945068,236.8500061035,240.1600036621,233.0,235.7836151123,61710900
AAPL,2025-01-13T05:00:00.000Z,233.5299987793,234.3999938965,234.6699981689,229.7200012207,233.3446350098,49630700
AAPL,2025-01-14T05:00:00.000Z,234.75,233.2799987793,236.1199951172,232.4700012207,232.2296905518,39435300
AAPL,2025-01-15T05:00:00.000Z,234.6399993896,237.8699951172,238.9600067139,234.4299926758,236.7990112305,39832000
AAPL,2025-01-16T05:00:00.000Z,237.3500061035,228.2599945068,238.0099945068,228.0299987793,227.2322845459,71759100
AAPL,2025-01-17T05:00:00.000Z,232.1199951172,229.9799957275,232.2899932861,228.4799957275,228.9445343018,68488300
AAPL,2025-01-21T05:00:00.000Z,224.0,222.6399993896,224.4199981689,219.3800048828,221.6375732422,98070400
AAPL,2025-01-22T05:00:00.000Z,219.7899932861,223.8300018311,224.1199951172,219.7899932861,222.8222351074,64126500
AAPL,2025-01-23T05:00:00.000Z,224.7400054932,223.6600036621,227.0299987793,222.3000030518,222.6530151367,60234800
AAPL,2025-01-24T05:00:00.000Z,224.7799987793,222.7799987793,225.6300048828,221.4100036621,221.7769470215,54697900
AAPL,2025-01-27T05:00:00.000Z,224.0200042725,229.8600006104,232.1499938965,223.9799957275,228.825088501,94863400
AAPL,2025-01-28T05:00:00.000Z,230.8500061035,238.2599945068,240.1900024414,230.8099975586,237.1872558594,75707600
AAPL,2025-01-29T05:00:00.000Z,234.1199951172,239.3600006104,239.8600006104,234.0099945068,238.2823028564,45486100
AAPL,2025-01-30T05:00:00.000Z,238.6699981689,237.5899963379,240.7899932861,237.2100067139,236.5202789307,55658300
AAPL,2025-01-31T05:00:00.000Z,247.1900024414,236.0,247.1900024414,233.4400024414,234.9374237061,100959800
AAPL,2025-02-03T05:00:00.000Z,229.9900054932,228.0099945068,231.8300018311,225.6999969482,226.9833984375,73063300
AAPL,2025-02-04T05:00:00.000Z,227.25,232.8000030518,233.1300048828,226.6499938965,231.7518463135,45067300
AAPL,2025-02-05T05:00:00.000Z,228.5299987793,232.4700012207,232.6699981689,228.2700042725,231.423324585,39620300
AAPL,2025-02-06T05:00:00.000Z,231.2899932861,233.2200012207,233.8000030518,230.4299926758,232.1699523926,29925300
AAPL,2025-02-07T05:00:00.000Z,232.6000061035,227.6300048828,234.0,227.2599945068,226.6051177979,39707200
AAPL,2025-02-10T05:00:00.000Z,229.5700073242,227.6499938965,230.5899963379,227.1999969482,226.8741912842,33115600
AAPL,2025-02-11T05:00:00.000Z,228.1999969482,232.6199951172,235.2299957275,228.1300048828,231.8272705078,53718400
AAPL,2025-02-12T05:00:00.000Z,231.1999969482,236.8699951172,236.9600067139,230.6799926758,236.0627746582,45243300
AAPL,2025-02-13T05:00:00.000Z,236.9100036621,241.5299987793,242.3399963379,235.5700073242,240.7068939209,53614100
AAPL,2025-02-14T05:00:00.000Z,241.25,244.6000061035,245.5500030518,240.9900054932,243.7664489746,40896200
AAPL,2025-02-18T05:00:00.000Z,244.1499938965,244.4700012207,245.1799926758,241.8399963379,243.6368865967,48822500
AAPL,2025-02-19T05:00:00.000Z,244.6600036621,244.8699951172,246.0099945068,243.1600036621,244.0355072021,32204200
AAPL,2025-02-20T05:00:00.000Z,244.9400024414,245.8300018311,246.7799987793,244.2899932861,244.9922485352,32316900
AAPL,2025-02-21T05:00:00.000Z,245.9499969482,245.5500030518,248.6900024414,245.2200012207,244.7131958008,53197400
AAPL,2025-02-24T05:00:00.000Z,244.9299926758,247.1000061035,248.8600006104,244.4199981689,246.2579193115,51326400
AAPL,2025-02-25T05:00:00.000Z,248.0,247.0399932861,250.0,244.9100036621,246.1981201172,48013300
AAPL,2025-02-26T05:00:00.000Z,244.3300018311,240.3600006104,244.9799957275,239.1300048828,239.5408935547,44433600
AAPL,2025-02-27T05:00:00.000Z,239.4100036621,237.3000030518,242.4600067139,237.0599975586,236.491317749,41153600
AAPL,2025-02-28T05:00:00.000Z,236.9499969482,241.8399963379,242.0899963379,230.1999969482,241.015838623,56833400
AAPL,2025-03-03T05:00:00.000Z,241.7899932861,238.0299987793,244.0299987793,236.1100006104,237.2188262939,47184000
AAPL,2025-03-04T05:00:00.000Z,237.7100067139,235.9299926758,240.0700073242,234.6799926758,235.1259765625,53798100
AAPL,2025-03-05T05:00:00.000Z,235.4199981689,235.7400054932,236.5500030518,229.2299957275,234.936630249,47227600
AAPL,2025-03-06T05:00:00.000Z,234.4400024414,235.3300018311,237.8600006104,233.1600036621,234.5280456543,45170400
AAPL,2025-03-07T05:00:00.000Z,235.1100006104,239.0700073242,241.3699951172,234.7599945068,238.2552947998,46273600
AAPL,2025-03-10T04:00:00.000Z,235.5399932861,227.4799957275,236.1600036621,224.2200012207,226.7047729492,72071200
AAPL,2025-03-11T04:00:00.000Z,223.8099975586,220.8399963379,225.8399963379,217.4499969482,220.0874023438,76137400
AAPL,2025-03-12T04:00:00.000Z,220.1399993896,216.9799957275,221.75,214.9100036621,216.2405548096,62547500
AAPL,2025-03-13T04:00:00.000Z,215.9499969482,209.6799926758,216.8399963379,208.4199981689,208.965423584,61368300
AAPL,2025-03-14T04:00:00.000Z,211.25,213.4900054932,213.9499969482,209.5800018311,212.7624511719,60107600
AAPL,2025-03-17T04:00:00.000Z,213.3099975586,214.0,215.2200012207,209.9700012207,213.2707061768,48073400
AAPL,2025-03-18T04:00:00.000Z,214.1600036621,212.6900024414,215.1499938965,211.4900054932,211.9651947021,42432400
AAPL,2025-03-19T04:00:00.000Z,214.2200012207,215.2400054932,218.7599945068,213.75,214.5064849854,54385400
AAPL,2025-03-20T04:00:00.000Z,213.9900054932,214.1000061035,217.4900054932,212.2200012207,213.3703918457,48862900
AAPL,2025-03-21T04:00:00.000Z,211.5599975586,218.2700042725,218.8399963379,211.2799987793,217.5261688232,94127800
AAPL,2025-03-24T04:00:00.000Z,221.0,220.7299957275,221.4799957275,218.5800018311,219.9777679443,44299500
AAPL,2025-03-25T04:00:00.000Z,220.7700042725,223.75,224.1000061035,220.0800018311,222.987487793,34493600
AAPL,2025-03-26T04:00:00.000Z,223.5099945068,221.5299987793,225.0200042725,220.4700012207,220.7750549316,34466100
AAPL,2025-03-27T04:00:00.000Z,221.3899993896,223.8500061035,224.9900054932,220.5599975586,223.0871734619,37094800
AAPL,2025-03-28T04:00:00.000Z,221.6699981689,217.8999938965,223.8099975586,217.6799926758,217.1574249268,39818600
AAPL,2025-03-31T04:00:00.000Z,217.0099945068,222.1300048828,225.6199951172,216.2299957275,221.3730163574,65299300
AAPL,2025-04-01T04:00:00.000Z,219.8099975586,223.1900024414,223.6799926758,218.8999938965,222.429397583,36412700
AAPL,2025-04-02T04:00:00.000Z,221.3200073242,223.8899993896,225.1900024414,221.0200042725,223.1270141602,35905900
AAPL,2025-04-03T04:00:00.000Z,205.5399932861,203.1900024414,207.4900054932,201.25,202.497543335,103419000
AAPL,2025-04-04T04:00:00.000Z,193.8899993896,188.3800048828,199.8800048828,187.3399963379,187.7380371094,125910900
